Locus_tag	OperonID	Description
MSMEG_0386	operon_0164	NC_008596.1|gene385|MSMEG_0386
MSMEG_0387	operon_0165	NC_008596.1|gene386|MSMEG_0387
MSMEG_0388	operon_0166	NC_008596.1|gene387|MSMEG_0388|tylF
MSMEG_0389	operon_0166	NC_008596.1|gene388|MSMEG_0389
MSMEG_0390	operon_0167	NC_008596.1|gene389|MSMEG_0390
MSMEG_0391	operon_0168	NC_008596.1|gene390|MSMEG_0391
MSMEG_0392	operon_0169	NC_008596.1|gene391|MSMEG_0392
MSMEG_0393	operon_0170	NC_008596.1|gene392|MSMEG_0393
MSMEG_0394	operon_0171	NC_008596.1|gene393|MSMEG_0394
MSMEG_0395	operon_0172	NC_008596.1|gene394|MSMEG_0395
MSMEG_0396	operon_0173	NC_008596.1|gene395|MSMEG_0396
MSMEG_0397	operon_0174	NC_008596.1|gene396|MSMEG_0397
MSMEG_0398	operon_0175	NC_008596.1|gene397|MSMEG_0398
MSMEG_0399	operon_0176	NC_008596.1|gene398|MSMEG_0399
MSMEG_0400	operon_0176	NC_008596.1|gene399|MSMEG_0400
MSMEG_0401	operon_0176	NC_008596.1|gene400|MSMEG_0401
MSMEG_0402	operon_0176	NC_008596.1|gene401|MSMEG_0402
MSMEG_0403	operon_0176	NC_008596.1|gene402|MSMEG_0403
MSMEG_0404	operon_0176	NC_008596.1|gene403|MSMEG_0404
MSMEG_0405	operon_0176	NC_008596.1|gene404|MSMEG_0405
MSMEG_0406	operon_0177	NC_008596.1|gene405|MSMEG_0406
MSMEG_0407	operon_0178	NC_008596.1|gene406|MSMEG_0407
MSMEG_0408	operon_0179	NC_008596.1|gene407|MSMEG_0408
MSMEG_0409	operon_0180	NC_008596.1|gene408|MSMEG_0409
MSMEG_0410	operon_0180	NC_008596.1|gene409|MSMEG_0410
MSMEG_0411	operon_0180	NC_008596.1|gene410|MSMEG_0411
MSMEG_0412	operon_0180	NC_008596.1|gene411|MSMEG_0412
MSMEG_0413	operon_0181	NC_008596.1|gene412|MSMEG_0413
MSMEG_0414	operon_0182	NC_008596.1|gene413|MSMEG_0414
MSMEG_0415	operon_0182	NC_008596.1|gene414|MSMEG_0415
MSMEG_0416	operon_0183	NC_008596.1|gene415|MSMEG_0416
MSMEG_0417	operon_0183	NC_008596.1|gene416|MSMEG_0417
MSMEG_0418	operon_0183	NC_008596.1|gene417|MSMEG_0418|sdhA
MSMEG_0419	operon_0183	NC_008596.1|gene418|MSMEG_0419
MSMEG_0420	operon_0183	NC_008596.1|gene419|MSMEG_0420
MSMEG_0421	operon_0184	NC_008596.1|gene420|MSMEG_0421
MSMEG_0422	operon_0184	NC_008596.1|gene421|MSMEG_0422
MSMEG_0423	operon_0184	NC_008596.1|gene422|MSMEG_0423
MSMEG_0424	operon_0185	NC_008596.1|gene423|MSMEG_0424
MSMEG_0425	operon_0185	NC_008596.1|gene424|MSMEG_0425
MSMEG_0426	operon_0186	NC_008596.1|gene425|MSMEG_0426
MSMEG_0427	operon_0186	NC_008596.1|gene426|MSMEG_0427|nirB
MSMEG_0428	operon_0186	NC_008596.1|gene427|MSMEG_0428
MSMEG_0429	operon_0187	NC_008596.1|gene428|MSMEG_0429
MSMEG_0430	operon_0188	NC_008596.1|gene429|MSMEG_0430
MSMEG_0431	operon_0189	NC_008596.1|gene430|MSMEG_0431
MSMEG_0432	operon_0189	NC_008596.1|gene431|MSMEG_0432
MSMEG_0433	operon_0189	NC_008596.1|gene432|MSMEG_0433
MSMEG_0434	operon_0189	NC_008596.1|gene433|MSMEG_0434
MSMEG_0435	operon_0189	NC_008596.1|gene434|MSMEG_0435
MSMEG_0436	operon_0189	NC_008596.1|gene435|MSMEG_0436
MSMEG_0437	operon_0189	NC_008596.1|gene436|MSMEG_0437
MSMEG_0438	operon_0189	NC_008596.1|gene437|MSMEG_0438
MSMEG_0439	operon_0189	NC_008596.1|gene438|MSMEG_0439
MSMEG_0440	operon_0189	NC_008596.1|gene439|MSMEG_0440
MSMEG_0441	operon_0190	NC_008596.1|gene440|MSMEG_0441
MSMEG_0442	operon_0190	NC_008596.1|gene441|MSMEG_0442
MSMEG_0443	operon_0191	NC_008596.1|gene442|MSMEG_0443
MSMEG_0444	operon_0191	NC_008596.1|gene443|MSMEG_0444
MSMEG_0445	operon_0191	NC_008596.1|gene444|MSMEG_0445
MSMEG_0446	operon_0191	NC_008596.1|gene445|MSMEG_0446
MSMEG_0447	operon_0192	NC_008596.1|gene446|MSMEG_0447
MSMEG_0448	operon_0193	NC_008596.1|gene447|MSMEG_0448
MSMEG_0449	operon_0194	NC_008596.1|gene448|MSMEG_0449
MSMEG_0450	operon_0195	NC_008596.1|gene449|MSMEG_0450
MSMEG_0451	operon_0196	NC_008596.1|gene450|MSMEG_0451
MSMEG_0452	operon_0196	NC_008596.1|gene451|MSMEG_0452
MSMEG_0453	operon_0196	NC_008596.1|gene452|MSMEG_0453|aroK
MSMEG_0454	operon_0197	NC_008596.1|gene453|MSMEG_0454
MSMEG_0455	operon_0197	NC_008596.1|gene454|MSMEG_0455
MSMEG_0456	operon_0198	NC_008596.1|gene455|MSMEG_0456
MSMEG_0457	operon_0198	NC_008596.1|gene456|MSMEG_0457
MSMEG_0458	operon_0199	NC_008596.1|gene457|MSMEG_0458
MSMEG_0459	operon_0199	NC_008596.1|gene458|MSMEG_0459
MSMEG_0460	operon_0200	NC_008596.1|gene459|MSMEG_0460
MSMEG_0461	operon_0201	NC_008596.1|gene460|MSMEG_0461
MSMEG_0462	operon_0201	NC_008596.1|gene461|MSMEG_0462
MSMEG_0463	operon_0201	NC_008596.1|gene462|MSMEG_0463
MSMEG_0465	operon_0201	NC_008596.1|gene463|MSMEG_0465
MSMEG_0464	operon_0202	NC_008596.1|gene464|MSMEG_0464
MSMEG_0466	operon_0203	NC_008596.1|gene465|MSMEG_0466
MSMEG_0467	operon_0204	NC_008596.1|gene466|MSMEG_0467
MSMEG_0469	operon_0205	NC_008596.1|gene467|MSMEG_0469
MSMEG_0468	operon_0206	NC_008596.1|gene468|MSMEG_0468
MSMEG_0471	operon_0207	NC_008596.1|gene469|MSMEG_0471
MSMEG_0470	operon_0208	NC_008596.1|gene470|MSMEG_0470
MSMEG_0472	operon_0209	NC_008596.1|gene471|MSMEG_0472
MSMEG_0473	operon_0210	NC_008596.1|gene472|MSMEG_0473
MSMEG_0474	operon_0211	NC_008596.1|gene473|MSMEG_0474
MSMEG_0475	operon_0211	NC_008596.1|gene474|MSMEG_0475
MSMEG_0476	operon_0211	NC_008596.1|gene475|MSMEG_0476
MSMEG_0478	operon_0211	NC_008596.1|gene476|MSMEG_0478
MSMEG_0477	operon_0212	NC_008596.1|gene477|MSMEG_0477
MSMEG_0479	operon_0213	NC_008596.1|gene478|MSMEG_0479
MSMEG_0480	operon_0214	NC_008596.1|gene479|MSMEG_0480
MSMEG_0481	operon_0215	NC_008596.1|gene480|MSMEG_0481
MSMEG_0482	operon_0215	NC_008596.1|gene481|MSMEG_0482
MSMEG_0483	operon_0215	NC_008596.1|gene482|MSMEG_0483
MSMEG_0484	operon_0216	NC_008596.1|gene483|MSMEG_0484
MSMEG_0485	operon_0216	NC_008596.1|gene484|MSMEG_0485
MSMEG_0486	operon_0216	NC_008596.1|gene485|MSMEG_0486
MSMEG_0487	operon_0216	NC_008596.1|gene486|MSMEG_0487
MSMEG_0488	operon_0216	NC_008596.1|gene487|MSMEG_0488
MSMEG_0489	operon_0217	NC_008596.1|gene488|MSMEG_0489
MSMEG_0490	operon_0217	NC_008596.1|gene489|MSMEG_0490
MSMEG_0491	operon_0218	NC_008596.1|gene490|MSMEG_0491
MSMEG_0492	operon_0218	NC_008596.1|gene491|MSMEG_0492
MSMEG_0493	operon_0219	NC_008596.1|gene492|MSMEG_0493
MSMEG_0494	operon_0220	NC_008596.1|gene493|MSMEG_0494
MSMEG_0495	operon_0220	NC_008596.1|gene494|MSMEG_0495
MSMEG_0496	operon_0220	NC_008596.1|gene495|MSMEG_0496
MSMEG_0497	operon_0220	NC_008596.1|gene496|MSMEG_0497
MSMEG_0498	operon_0220	NC_008596.1|gene497|MSMEG_0498
MSMEG_0499	operon_0221	NC_008596.1|gene498|MSMEG_0499
MSMEG_0500	operon_0221	NC_008596.1|gene499|MSMEG_0500
MSMEG_0501	operon_0222	NC_008596.1|gene500|MSMEG_0501
MSMEG_0502	operon_0222	NC_008596.1|gene501|MSMEG_0502
MSMEG_0503	operon_0222	NC_008596.1|gene502|MSMEG_0503
MSMEG_0504	operon_0223	NC_008596.1|gene503|MSMEG_0504
MSMEG_0505	operon_0223	NC_008596.1|gene504|MSMEG_0505
MSMEG_0506	operon_0223	NC_008596.1|gene505|MSMEG_0506
MSMEG_0507	operon_0223	NC_008596.1|gene506|MSMEG_0507
MSMEG_0508	operon_0223	NC_008596.1|gene507|MSMEG_0508
MSMEG_0509	operon_0224	NC_008596.1|gene508|MSMEG_0509
MSMEG_0510	operon_0225	NC_008596.1|gene509|MSMEG_0510
MSMEG_0511	operon_0225	NC_008596.1|gene510|MSMEG_0511
MSMEG_0512	operon_0225	NC_008596.1|gene511|MSMEG_0512
MSMEG_0513	operon_0225	NC_008596.1|gene512|MSMEG_0513
MSMEG_0514	operon_0225	NC_008596.1|gene513|MSMEG_0514
MSMEG_0515	operon_0225	NC_008596.1|gene514|MSMEG_0515
MSMEG_0516	operon_0225	NC_008596.1|gene515|MSMEG_0516
MSMEG_0517	operon_0225	NC_008596.1|gene516|MSMEG_0517
MSMEG_0518	operon_0225	NC_008596.1|gene517|MSMEG_0518
MSMEG_0519	operon_0225	NC_008596.1|gene518|MSMEG_0519
MSMEG_0520	operon_0226	NC_008596.1|gene519|MSMEG_0520
MSMEG_0521	operon_0227	NC_008596.1|gene520|MSMEG_0521
MSMEG_0522	operon_0228	NC_008596.1|gene521|MSMEG_0522
MSMEG_0523	operon_0229	NC_008596.1|gene522|MSMEG_0523
MSMEG_0524	operon_0229	NC_008596.1|gene523|MSMEG_0524
MSMEG_0525	operon_0230	NC_008596.1|gene524|MSMEG_0525
MSMEG_0526	operon_0230	NC_008596.1|gene525|MSMEG_0526
MSMEG_0527	operon_0230	NC_008596.1|gene526|MSMEG_0527
MSMEG_0528	operon_0230	NC_008596.1|gene527|MSMEG_0528
MSMEG_0529	operon_0231	NC_008596.1|gene528|MSMEG_0529
MSMEG_0530	operon_0232	NC_008596.1|gene529|MSMEG_0530
MSMEG_0531	operon_0233	NC_008596.1|gene530|MSMEG_0531
MSMEG_0532	operon_0233	NC_008596.1|gene531|MSMEG_0532
MSMEG_0533	operon_0233	NC_008596.1|gene532|MSMEG_0533
MSMEG_0534	operon_0233	NC_008596.1|gene533|MSMEG_0534
MSMEG_0535	operon_0233	NC_008596.1|gene534|MSMEG_0535
MSMEG_0536	operon_0233	NC_008596.1|gene535|MSMEG_0536
MSMEG_0537	operon_0233	NC_008596.1|gene536|MSMEG_0537
MSMEG_0538	operon_0233	NC_008596.1|gene537|MSMEG_0538
MSMEG_0539	operon_0233	NC_008596.1|gene538|MSMEG_0539
MSMEG_0540	operon_0234	NC_008596.1|gene539|MSMEG_0540
MSMEG_0541	operon_0234	NC_008596.1|gene540|MSMEG_0541
MSMEG_0542	operon_0234	NC_008596.1|gene541|MSMEG_0542
MSMEG_0544	operon_0234	NC_008596.1|gene542|MSMEG_0544
MSMEG_0543	operon_0235	NC_008596.1|gene543|MSMEG_0543
MSMEG_0545	operon_0236	NC_008596.1|gene544|MSMEG_0545
MSMEG_0546	operon_0237	NC_008596.1|gene545|MSMEG_0546
MSMEG_0548	operon_0238	NC_008596.1|gene546|MSMEG_0548
MSMEG_0547	operon_0239	NC_008596.1|gene547|MSMEG_0547
MSMEG_0549	operon_0239	NC_008596.1|gene548|MSMEG_0549
MSMEG_0550	operon_0239	NC_008596.1|gene549|MSMEG_0550
MSMEG_0551	operon_0239	NC_008596.1|gene550|MSMEG_0551
MSMEG_0552	operon_0240	NC_008596.1|gene551|MSMEG_0552
MSMEG_0553	operon_0240	NC_008596.1|gene552|MSMEG_0553
MSMEG_0554	operon_0240	NC_008596.1|gene553|MSMEG_0554
MSMEG_0555	operon_0240	NC_008596.1|gene554|MSMEG_0555
MSMEG_0556	operon_0240	NC_008596.1|gene555|MSMEG_0556
MSMEG_0557	operon_0241	NC_008596.1|gene556|MSMEG_0557
MSMEG_0558	operon_0241	NC_008596.1|gene557|MSMEG_0558
MSMEG_0559	operon_0242	NC_008596.1|gene558|MSMEG_0559
MSMEG_0560	operon_0242	NC_008596.1|gene559|MSMEG_0560|dapB
MSMEG_0561	operon_0243	NC_008596.1|gene560|MSMEG_0561
MSMEG_0563	operon_0243	NC_008596.1|gene561|MSMEG_0563
MSMEG_0562	operon_0244	NC_008596.1|gene562|MSMEG_0562
MSMEG_0564	operon_0244	NC_008596.1|gene563|MSMEG_0564
MSMEG_0565	operon_0244	NC_008596.1|gene564|MSMEG_0565
MSMEG_0566	operon_0244	NC_008596.1|gene565|MSMEG_0566
MSMEG_0567	operon_0244	NC_008596.1|gene566|MSMEG_0567
MSMEG_0568	operon_0244	NC_008596.1|gene567|MSMEG_0568
MSMEG_0569	operon_0244	NC_008596.1|gene568|MSMEG_0569
MSMEG_0570	operon_0244	NC_008596.1|gene569|MSMEG_0570
MSMEG_0571	operon_0244	NC_008596.1|gene570|MSMEG_0571
MSMEG_0572	operon_0244	NC_008596.1|gene571|MSMEG_0572
MSMEG_0574	operon_0245	NC_008596.1|gene572|MSMEG_0574
MSMEG_0573	operon_0246	NC_008596.1|gene573|MSMEG_0573
MSMEG_0575	operon_0247	NC_008596.1|gene574|MSMEG_0575
MSMEG_0576	operon_0247	NC_008596.1|gene575|MSMEG_0576
MSMEG_0577	operon_0247	NC_008596.1|gene576|MSMEG_0577
MSMEG_0578	operon_0247	NC_008596.1|gene577|MSMEG_0578
MSMEG_0580	operon_0247	NC_008596.1|gene578|MSMEG_0580
MSMEG_0579	operon_0248	NC_008596.1|gene579|MSMEG_0579
MSMEG_0581	operon_0249	NC_008596.1|gene580|MSMEG_0581|gabT
MSMEG_0582	operon_0249	NC_008596.1|gene581|MSMEG_0582
MSMEG_0583	operon_0250	NC_008596.1|gene582|MSMEG_0583
MSMEG_0584	operon_0251	NC_008596.1|gene583|MSMEG_0584
MSMEG_0585	operon_0252	NC_008596.1|gene584|MSMEG_0585
MSMEG_0586	operon_0253	NC_008596.1|gene585|MSMEG_0586
MSMEG_0587	operon_0254	NC_008596.1|gene586|MSMEG_0587|rhaU
MSMEG_0588	operon_0254	NC_008596.1|gene587|MSMEG_0588
MSMEG_0589	operon_0254	NC_008596.1|gene588|MSMEG_0589|rhaI
MSMEG_0590	operon_0254	NC_008596.1|gene589|MSMEG_0590|rhaD
MSMEG_0591	operon_0254	NC_008596.1|gene590|MSMEG_0591|rhaB
MSMEG_0592	operon_0254	NC_008596.1|gene591|MSMEG_0592
MSMEG_0593	operon_0255	NC_008596.1|gene592|MSMEG_0593
MSMEG_0594	operon_0255	NC_008596.1|gene593|MSMEG_0594
MSMEG_0595	operon_0255	NC_008596.1|gene594|MSMEG_0595
MSMEG_0596	operon_0256	NC_008596.1|gene595|MSMEG_0596
MSMEG_0598	operon_0256	NC_008596.1|gene596|MSMEG_0598
MSMEG_0597	operon_0257	NC_008596.1|gene597|MSMEG_0597
MSMEG_0599	operon_0258	NC_008596.1|gene598|MSMEG_0599
MSMEG_0600	operon_0258	NC_008596.1|gene599|MSMEG_0600
MSMEG_0601	operon_0259	NC_008596.1|gene600|MSMEG_0601
MSMEG_0602	operon_0259	NC_008596.1|gene601|MSMEG_0602
MSMEG_0603	operon_0260	NC_008596.1|gene602|MSMEG_0603
MSMEG_0604	operon_0260	NC_008596.1|gene603|MSMEG_0604
MSMEG_0605	operon_0260	NC_008596.1|gene604|MSMEG_0605
MSMEG_0606	operon_0260	NC_008596.1|gene605|MSMEG_0606
MSMEG_0608	operon_0261	NC_008596.1|gene606|MSMEG_0608
MSMEG_0607	operon_0262	NC_008596.1|gene607|MSMEG_0607
MSMEG_0609	operon_0262	NC_008596.1|gene608|MSMEG_0609
MSMEG_0610	operon_0263	NC_008596.1|gene609|MSMEG_0610
MSMEG_0611	operon_0263	NC_008596.1|gene610|MSMEG_0611
MSMEG_0612	operon_0264	NC_008596.1|gene611|MSMEG_0612
MSMEG_0613	operon_0265	NC_008596.1|gene612|MSMEG_0613
MSMEG_0614	operon_0265	NC_008596.1|gene613|MSMEG_0614
MSMEG_0615	operon_0266	NC_008596.1|gene614|MSMEG_0615
MSMEG_0616	operon_0266	NC_008596.1|gene615|MSMEG_0616
MSMEG_0617	operon_0266	NC_008596.1|gene616|MSMEG_0617
MSMEG_0618	operon_0266	NC_008596.1|gene617|MSMEG_0618
MSMEG_0619	operon_0266	NC_008596.1|gene618|MSMEG_0619
MSMEG_0620	operon_0266	NC_008596.1|gene619|MSMEG_0620
MSMEG_0621	operon_0266	NC_008596.1|gene620|MSMEG_0621
MSMEG_0622	operon_0266	NC_008596.1|gene621|MSMEG_0622
MSMEG_0623	operon_0266	NC_008596.1|gene622|MSMEG_0623|snm
MSMEG_0624	operon_0266	NC_008596.1|gene623|MSMEG_0624
MSMEG_0626	operon_0266	NC_008596.1|gene624|MSMEG_0626
MSMEG_0625	operon_0267	NC_008596.1|gene625|MSMEG_0625
MSMEG_0627	operon_0267	NC_008596.1|gene626|MSMEG_0627
MSMEG_0628	operon_0267	NC_008596.1|gene627|MSMEG_0628
MSMEG_0629	operon_0268	NC_008596.1|gene628|MSMEG_0629
MSMEG_0630	operon_0269	NC_008596.1|gene629|MSMEG_0630
MSMEG_0631	operon_0269	NC_008596.1|gene630|MSMEG_0631
MSMEG_0632	operon_0269	NC_008596.1|gene631|MSMEG_0632
MSMEG_0634	operon_0270	NC_008596.1|gene632|MSMEG_0634
MSMEG_0633	operon_0271	NC_008596.1|gene633|MSMEG_0633
MSMEG_0635	operon_0272	NC_008596.1|gene634|MSMEG_0635
MSMEG_0636	operon_0273	NC_008596.1|gene635|MSMEG_0636
MSMEG_0637	operon_0273	NC_008596.1|gene636|MSMEG_0637
MSMEG_0638	operon_0274	NC_008596.1|gene637|MSMEG_0638
MSMEG_0639	operon_0275	NC_008596.1|gene638|MSMEG_0639
MSMEG_0640	operon_0275	NC_008596.1|gene639|MSMEG_0640
MSMEG_0641	operon_0275	NC_008596.1|gene640|MSMEG_0641
MSMEG_0642	operon_0275	NC_008596.1|gene641|MSMEG_0642
MSMEG_0643	operon_0275	NC_008596.1|gene642|MSMEG_0643
MSMEG_0644	operon_0276	NC_008596.1|gene643|MSMEG_0644
MSMEG_0645	operon_0276	NC_008596.1|gene644|MSMEG_0645
MSMEG_0646	operon_0277	NC_008596.1|gene645|MSMEG_0646
MSMEG_0648	operon_0278	NC_008596.1|gene646|MSMEG_0648
MSMEG_0647	operon_0279	NC_008596.1|gene647|MSMEG_0647|phnC
MSMEG_0649	operon_0279	NC_008596.1|gene648|MSMEG_0649
MSMEG_0650	operon_0280	NC_008596.1|gene649|MSMEG_0650
MSMEG_0651	operon_0280	NC_008596.1|gene650|MSMEG_0651
MSMEG_0652	operon_0280	NC_008596.1|gene651|MSMEG_0652
MSMEG_0653	operon_0280	NC_008596.1|gene652|MSMEG_0653
MSMEG_0654	operon_0281	NC_008596.1|gene653|MSMEG_0654
MSMEG_0655	operon_0282	NC_008596.1|gene654|MSMEG_0655
MSMEG_0656	operon_0283	NC_008596.1|gene655|MSMEG_0656
MSMEG_0657	operon_0283	NC_008596.1|gene656|MSMEG_0657
MSMEG_0658	operon_0283	NC_008596.1|gene657|MSMEG_0658
MSMEG_0659	operon_0283	NC_008596.1|gene658|MSMEG_0659
MSMEG_0660	operon_0283	NC_008596.1|gene659|MSMEG_0660
MSMEG_0661	operon_0284	NC_008596.1|gene660|MSMEG_0661
MSMEG_0662	operon_0284	NC_008596.1|gene661|MSMEG_0662
MSMEG_0663	operon_0285	NC_008596.1|gene662|MSMEG_0663
MSMEG_0664	operon_0286	NC_008596.1|gene663|MSMEG_0664
MSMEG_0666	operon_0286	NC_008596.1|gene664|MSMEG_0666
MSMEG_0665	operon_0287	NC_008596.1|gene665|MSMEG_0665
MSMEG_0667	operon_0288	NC_008596.1|gene666|MSMEG_0667
MSMEG_0668	operon_0289	NC_008596.1|gene667|MSMEG_0668
MSMEG_0670	operon_0289	NC_008596.1|gene668|MSMEG_0670
MSMEG_0669	operon_0290	NC_008596.1|gene669|MSMEG_0669
MSMEG_0671	operon_0290	NC_008596.1|gene670|MSMEG_0671
MSMEG_0672	operon_0290	NC_008596.1|gene671|MSMEG_0672
MSMEG_0673	operon_0291	NC_008596.1|gene672|MSMEG_0673
MSMEG_0674	operon_0292	NC_008596.1|gene673|MSMEG_0674
MSMEG_0675	operon_0293	NC_008596.1|gene674|MSMEG_0675
MSMEG_0676	operon_0294	NC_008596.1|gene675|MSMEG_0676
MSMEG_0677	operon_0295	NC_008596.1|gene676|MSMEG_0677
MSMEG_0678	operon_0296	NC_008596.1|gene677|MSMEG_0678|dcd
MSMEG_0679	operon_0297	NC_008596.1|gene678|MSMEG_0679
MSMEG_0680	operon_0297	NC_008596.1|gene679|MSMEG_0680
MSMEG_0681	operon_0297	NC_008596.1|gene680|MSMEG_0681
MSMEG_0682	operon_0297	NC_008596.1|gene681|MSMEG_0682
MSMEG_0683	operon_0297	NC_008596.1|gene682|MSMEG_0683
MSMEG_0684	operon_0298	NC_008596.1|gene683|MSMEG_0684
MSMEG_0685	operon_0298	NC_008596.1|gene684|MSMEG_0685
MSMEG_0686	operon_0298	NC_008596.1|gene685|MSMEG_0686
MSMEG_0687	operon_0298	NC_008596.1|gene686|MSMEG_0687
MSMEG_0688	operon_0298	NC_008596.1|gene687|MSMEG_0688
MSMEG_0689	operon_0299	NC_008596.1|gene688|MSMEG_0689
MSMEG_0690	operon_0300	NC_008596.1|gene689|MSMEG_0690
MSMEG_0691	operon_0301	NC_008596.1|gene690|MSMEG_0691
MSMEG_0692	operon_0301	NC_008596.1|gene691|MSMEG_0692
MSMEG_0693	operon_0302	NC_008596.1|gene692|MSMEG_0693
MSMEG_0694	operon_0303	NC_008596.1|gene693|MSMEG_0694
MSMEG_0695	operon_0303	NC_008596.1|gene694|MSMEG_0695
MSMEG_0696	operon_0304	NC_008596.1|gene695|MSMEG_0696
MSMEG_0697	operon_0304	NC_008596.1|gene696|MSMEG_0697
MSMEG_0698	operon_0305	NC_008596.1|gene697|MSMEG_0698
MSMEG_0699	operon_0305	NC_008596.1|gene698|MSMEG_0699
MSMEG_0700	operon_0306	NC_008596.1|gene699|MSMEG_0700
MSMEG_0701	operon_0307	NC_008596.1|gene700|MSMEG_0701
MSMEG_0702	operon_0308	NC_008596.1|gene701|MSMEG_0702
MSMEG_0703	operon_0309	NC_008596.1|gene702|MSMEG_0703
MSMEG_0704	operon_0309	NC_008596.1|gene703|MSMEG_0704
MSMEG_0705	operon_0309	NC_008596.1|gene704|MSMEG_0705
MSMEG_0706	operon_0309	NC_008596.1|gene705|MSMEG_0706
MSMEG_0707	operon_0309	NC_008596.1|gene706|MSMEG_0707
MSMEG_0708	operon_0310	NC_008596.1|gene707|MSMEG_0708
MSMEG_0709	operon_0311	NC_008596.1|gene708|MSMEG_0709|dnaK
MSMEG_0710	operon_0311	NC_008596.1|gene709|MSMEG_0710|grpE
MSMEG_0711	operon_0311	NC_008596.1|gene710|MSMEG_0711|dnaJ
MSMEG_0713	operon_0311	NC_008596.1|gene711|MSMEG_0713
MSMEG_0712	operon_0312	NC_008596.1|gene712|MSMEG_0712
MSMEG_0714	operon_0312	NC_008596.1|gene713|MSMEG_0714
MSMEG_0715	operon_0312	NC_008596.1|gene714|MSMEG_0715
MSMEG_0716	operon_0313	NC_008596.1|gene715|MSMEG_0716
MSMEG_0718	operon_0313	NC_008596.1|gene716|MSMEG_0718
MSMEG_0717	operon_0314	NC_008596.1|gene717|MSMEG_0717
MSMEG_0719	operon_0314	NC_008596.1|gene718|MSMEG_0719
MSMEG_0720	operon_0314	NC_008596.1|gene719|MSMEG_0720
MSMEG_0721	operon_0315	NC_008596.1|gene720|MSMEG_0721
MSMEG_0722	operon_0316	NC_008596.1|gene721|MSMEG_0722
MSMEG_0723	operon_0317	NC_008596.1|gene722|MSMEG_0723
MSMEG_0724	operon_0318	NC_008596.1|gene723|MSMEG_0724
MSMEG_0725	operon_0318	NC_008596.1|gene724|MSMEG_0725
MSMEG_0726	operon_0319	NC_008596.1|gene725|MSMEG_0726
MSMEG_0727	operon_0320	NC_008596.1|gene726|MSMEG_0727
MSMEG_0728	operon_0321	NC_008596.1|gene727|MSMEG_0728
MSMEG_0729	operon_0322	NC_008596.1|gene728|MSMEG_0729
MSMEG_0730	operon_0322	NC_008596.1|gene729|MSMEG_0730
MSMEG_0731	operon_0322	NC_008596.1|gene730|MSMEG_0731
MSMEG_0732	operon_0323	NC_008596.1|gene731|MSMEG_0732
MSMEG_0733	operon_0324	NC_008596.1|gene732|MSMEG_0733|dapB
MSMEG_0734	operon_0324	NC_008596.1|gene733|MSMEG_0734
MSMEG_0735	operon_0325	NC_008596.1|gene734|MSMEG_0735
MSMEG_0736	operon_0325	NC_008596.1|gene735|MSMEG_0736
MSMEG_0737	operon_0325	NC_008596.1|gene736|MSMEG_0737
MSMEG_0738	operon_0325	NC_008596.1|gene737|MSMEG_0738
MSMEG_0739	operon_0325	NC_008596.1|gene738|MSMEG_0739
MSMEG_0740	operon_0325	NC_008596.1|gene739|MSMEG_0740
MSMEG_0741	operon_0325	NC_008596.1|gene740|MSMEG_0741
MSMEG_0742	operon_0326	NC_008596.1|gene741|MSMEG_0742
MSMEG_0743	operon_0327	NC_008596.1|gene742|MSMEG_0743
MSMEG_0744	operon_0328	NC_008596.1|gene743|MSMEG_0744
MSMEG_0745	operon_0328	NC_008596.1|gene744|MSMEG_0745
MSMEG_0746	operon_0328	NC_008596.1|gene745|MSMEG_0746
MSMEG_0747	operon_0328	NC_008596.1|gene746|MSMEG_0747
MSMEG_0748	operon_0328	NC_008596.1|gene747|MSMEG_0748
MSMEG_0749	operon_0328	NC_008596.1|gene748|MSMEG_0749
MSMEG_0751	operon_0328	NC_008596.1|gene749|MSMEG_0751
MSMEG_0750	operon_0329	NC_008596.1|gene750|MSMEG_0750
MSMEG_0752	operon_0330	NC_008596.1|gene751|MSMEG_0752|fbaA
MSMEG_0753	operon_0331	NC_008596.1|gene752|MSMEG_0753
MSMEG_0754	operon_0332	NC_008596.1|gene753|MSMEG_0754
MSMEG_0755	operon_0333	NC_008596.1|gene754|MSMEG_0755
MSMEG_0757	operon_0334	NC_008596.1|gene755|MSMEG_0757
MSMEG_0756	operon_0335	NC_008596.1|gene756|MSMEG_0756
MSMEG_0758	operon_0335	NC_008596.1|gene757|MSMEG_0758
MSMEG_0759	operon_0336	NC_008596.1|gene758|MSMEG_0759|purA
MSMEG_0760	operon_0336	NC_008596.1|gene759|MSMEG_0760
MSMEG_0761	operon_0337	NC_008596.1|gene760|MSMEG_0761
MSMEG_0762	operon_0337	NC_008596.1|gene761|MSMEG_0762
MSMEG_0763	operon_0337	NC_008596.1|gene762|MSMEG_0763
MSMEG_0764	operon_0337	NC_008596.1|gene763|MSMEG_0764
MSMEG_0765	operon_0338	NC_008596.1|gene764|MSMEG_0765
MSMEG_0766	operon_0338	NC_008596.1|gene765|MSMEG_0766|purT
MSMEG_0767	operon_0338	NC_008596.1|gene766|MSMEG_0767
MSMEG_0768	operon_0338	NC_008596.1|gene767|MSMEG_0768
MSMEG_0769	operon_0338	NC_008596.1|gene768|MSMEG_0769|metZ
MSMEG_0770	operon_0338	NC_008596.1|gene769|MSMEG_0770
