locus_tag	old_locus_tag	gene	Name	start	end	strand	product	note	type	ID	NCBI
MSMEG_0131	MSMEG_0131		MSMEG_0131	151273	152907	+	long-chain-fatty-acid--CoA ligase	activates fatty acids by binding to coenzyme A	gene	gene130	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0131
MSMEG_0132	MSMEG_0132		MSMEG_0132	153100	153900	+	hypothetical protein	identified by match to protein family HMM PF02405	gene	gene131	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0132
MSMEG_0133	MSMEG_0133		MSMEG_0133	153902	154771	+	ABC transporter	identified by match to protein family HMM PF02405	gene	gene132	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0133
MSMEG_0134	MSMEG_0134		MSMEG_0134	154776	156005	+	virulence factor Mce family protein	identified by match to protein family HMM PF02470%3B match to protein family HMM TIGR00996	gene	gene133	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0134
MSMEG_0135	MSMEG_0135		MSMEG_0135	156002	157033	+	virulence factor Mce family protein	identified by match to protein family HMM PF02470%3B match to protein family HMM TIGR00996	gene	gene134	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0135
MSMEG_0136	MSMEG_0136		MSMEG_0136	157030	158604	+	virulence factor Mce family protein	identified by match to protein family HMM PF02470%3B match to protein family HMM TIGR00996	gene	gene135	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0136
MSMEG_0137	MSMEG_0137		MSMEG_0137	158623	160266	+	virulence factor mce family protein	identified by match to protein family HMM PF02470%3B match to protein family HMM TIGR00996	gene	gene136	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0137
MSMEG_0138	MSMEG_0138		MSMEG_0138	160266	161438	+	virulence factor Mce family protein	identified by match to protein family HMM PF02470%3B match to protein family HMM TIGR00996	gene	gene137	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0138
MSMEG_0139	MSMEG_0139		MSMEG_0139	161440	162996	+	mce-family protein mce1f	identified by match to protein family HMM PF02470%3B match to protein family HMM TIGR00996	gene	gene138	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0139
MSMEG_0140	MSMEG_0140		MSMEG_0140	162966	163574	+	mce associated membrane protein		gene	gene139	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0140
MSMEG_0141	MSMEG_0141		MSMEG_0141	163571	164539	+	mce associated transmembrane protein	identified by match to protein family HMM PF06271	gene	gene140	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0141
MSMEG_0142	MSMEG_0142		MSMEG_0142	164536	165084	+	hypothetical protein		gene	gene141	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0142
MSMEG_0143	MSMEG_0143		MSMEG_0143	165051	165941	+	mce associated membrane protein		gene	gene142	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0143
MSMEG_0144	MSMEG_0144		MSMEG_0144	166609	168477	-	HNH endonuclease	identified by match to protein family HMM PF01844%3B match to protein family HMM PF02720	gene	gene144	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0144
MSMEG_0145	MSMEG_0145		MSMEG_0145	165944	166612	+	hypothetical protein	identified by match to protein family HMM PF06912	gene	gene143	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0145
MSMEG_0146	MSMEG_0146		MSMEG_0146	168543	169361	-	mosc domain-containing protein	identified by match to protein family HMM PF03473	gene	gene145	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0146
MSMEG_0147	MSMEG_0147		MSMEG_0147	169419	170333	-	C-5 sterol desaturase		gene	gene146	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0147
MSMEG_0148	MSMEG_0148		MSMEG_0148	170367	170996	-	TetR family transcriptional regulator	identified by match to protein family HMM PF00440	gene	gene147	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0148
MSMEG_0149	MSMEG_0149		MSMEG_0149	171077	172504	-	thiamine biosynthesis protein ThiC	required for the synthesis of the hydromethylpyrimidine moiety of thiamine	gene	gene148	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0149
MSMEG_0150	MSMEG_0150		MSMEG_0150	172501	173934	-	NAD(P) transhydrogenase subunit beta	identified by match to protein family HMM PF02233	gene	gene149	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0150
MSMEG_0151	MSMEG_0151		MSMEG_0151	173931	174254	-	PntAB protein		gene	gene150	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0151
MSMEG_0152	MSMEG_0152		MSMEG_0152	174258	175340	-	alanine dehydrogenase	identified by match to protein family HMM PF01262%3B match to protein family HMM PF05222	gene	gene151	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0152
MSMEG_0153	MSMEG_0153	panE	panE	175555	176568	+	2-dehydropantoate 2-reductase	Ketopantoate reductase%3B catalyzes the NADPH reduction of Ketopantoate to pantoate%3B functions in pantothenate (vitamin B5) biosynthesis	gene	gene152	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0153
MSMEG_0154	MSMEG_0154	pyk	pyk	176579	178012	+	pyruvate kinase	identified by match to protein family HMM PF00224%3B match to protein family HMM PF02887%3B match to protein family HMM TIGR01064	gene	gene153	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0154
MSMEG_0155	MSMEG_0155		MSMEG_0155	178054	178524	-	transcriptional regulator	identified by match to protein family HMM PF00989%3B match to protein family HMM TIGR00229	gene	gene154	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0155
MSMEG_0156	MSMEG_0156		MSMEG_0156	178631	179557	+	LysR family transcriptional regulator	identified by match to protein family HMM PF00126%3B match to protein family HMM PF03466	gene	gene155	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0156
MSMEG_0157	MSMEG_0157		MSMEG_0157	179717	181450	+	oxalyl-CoA decarboxylase	catalyzes the formation of formyl-CoA from oxalyl-CoA	gene	gene156	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0157
MSMEG_0158	MSMEG_0158		MSMEG_0158	181519	182781	+	formyl-coenzyme A transferase	catalyzes the formation of oxalyl-CoA from oxalate and Formyl-CoA	gene	gene157	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0158
MSMEG_0159	MSMEG_0159		MSMEG_0159	182884	183369	+	formate dehydrogenase subunit gamma	identified by similarity to GB:CAA11233.1%3B match to protein family HMM PF01257	gene	gene158	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0159
MSMEG_0160	MSMEG_0160		MSMEG_0160	183366	184964	+	formate dehydrogenase subunit beta	identified by similarity to GB:CAA11234.1%3B match to protein family HMM PF01512	gene	gene159	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0160
MSMEG_0161	MSMEG_0161		MSMEG_0161	184961	187780	+	formate dehydrogenase subunit alpha	identified by match to protein family HMM PF00037%3B match to protein family HMM PF00111%3B match to protein family HMM PF00384%3B match to protein family HMM PF01568%3B match to protein family HMM PF04879%3B match to protein family HMM TIGR01591	gene	gene160	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0161
MSMEG_0162	MSMEG_0162		MSMEG_0162	187782	188006	+	NAD-dependent formate dehydrogenase subunit delta		gene	gene161	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0162
MSMEG_0163	MSMEG_0163		MSMEG_0163	188070	188381	-	hypothetical protein		gene	gene162	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0163
MSMEG_0164	MSMEG_0164		MSMEG_0164	188427	189770	-	transmembrane transporter	identified by match to protein family HMM PF07690	gene	gene163	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0164
MSMEG_0165	MSMEG_0165	fdhD	fdhD	189944	190786	+	formate dehydrogenase accessory protein	involved in the production or activity of formate dehydrogenase-H which is active when nitrate is not present during anaerobic growth	gene	gene164	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0165
MSMEG_0166	MSMEG_0166		MSMEG_0166	190817	191545	-	GntR family transcriptional regulator	identified by match to protein family HMM PF00392%3B match to protein family HMM PF07729	gene	gene165	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0166
MSMEG_0167	MSMEG_0167		MSMEG_0167	191746	193149	-	transmembrane transporter	identified by match to protein family HMM PF07690	gene	gene166	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0167
MSMEG_0168	MSMEG_0168		MSMEG_0168	193685	194971	+	formyl-coenzyme A transferase	catalyzes the formation of oxalyl-CoA from oxalate and Formyl-CoA	gene	gene167	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0168
MSMEG_0169	MSMEG_0169		MSMEG_0169	195087	195203	-	hypothetical protein		gene	gene168	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0169
MSMEG_0170	MSMEG_0170		MSMEG_0170	195185	196567	+	transmembrane transporter	identified by match to protein family HMM PF07690	gene	gene169	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0170
MSMEG_0171	MSMEG_0171		MSMEG_0171	196658	197587	+	histone deacetylase superfamily protein	identified by match to protein family HMM PF00850	gene	gene170	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0171
MSMEG_0172	MSMEG_0172		MSMEG_0172	197588	198190	-	transmembrane protein		gene	gene171	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0172
MSMEG_0173	MSMEG_0173		MSMEG_0173	198371	198691	-	hypothetical protein		gene	gene172	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0173
MSMEG_0174	MSMEG_0174		MSMEG_0174	198688	199059	-	inner membrane protein	identified by match to protein family HMM PF02656	gene	gene173	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0174
MSMEG_0175	MSMEG_0175		MSMEG_0175	199157	200293	+	FAD dependent oxidoreductase	identified by match to protein family HMM PF01266	gene	gene174	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0175
MSMEG_0176	MSMEG_0176		MSMEG_0176	200304	201158	+	glutamine ABC transporter periplasmic protein	identified by match to protein family HMM PF00497	gene	gene175	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0176
MSMEG_0177	MSMEG_0177		MSMEG_0177	201116	202087	+	polar amino acid ABC transporter inner membrane protein	identified by match to protein family HMM PF00528%3B match to protein family HMM TIGR01726	gene	gene176	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0177
MSMEG_0178	MSMEG_0178		MSMEG_0178	202084	202866	+	ATP-binding protein	identified by match to protein family HMM PF00005	gene	gene177	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0178
MSMEG_0179	MSMEG_0179		MSMEG_0179	202876	203547	-	GntR family transcriptional regulator	identified by match to protein family HMM PF00392%3B match to protein family HMM PF07729	gene	gene178	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0179
MSMEG_0180	MSMEG_0180		MSMEG_0180	203664	204173	-	HTH-type transcriptional regulator	identified by match to protein family HMM PF00440	gene	gene179	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0180
MSMEG_0181	MSMEG_0181		MSMEG_0181	204225	205163	+	alpha-ketoglutarate-dependent taurine dioxygenase	identified by match to protein family HMM PF02668	gene	gene180	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0181
MSMEG_0182	MSMEG_0182		MSMEG_0182	205190	206347	+	epoxide hydrolase 1	identified by match to protein family HMM PF00561%3B match to protein family HMM PF06441	gene	gene181	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0182
MSMEG_0183	MSMEG_0183		MSMEG_0183	208033	208584	-	hypothetical protein		gene	gene183	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0183
MSMEG_0184	MSMEG_0184		MSMEG_0184	206362	208134	+	transferase	identified by match to protein family HMM PF01019	gene	gene182	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0184
MSMEG_0185	MSMEG_0185		MSMEG_0185	208581	211442	-	MmpL6 protein	identified by match to protein family HMM PF03176	gene	gene184	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0185
MSMEG_0186	MSMEG_0186		MSMEG_0186	211421	211915	-	MmpS2 protein	identified by match to protein family HMM PF05423	gene	gene185	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0186
MSMEG_0187	MSMEG_0187		MSMEG_0187	212548	213024	-	acetyltransferase	identified by match to protein family HMM PF00583	gene	gene187	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0187
MSMEG_0188	MSMEG_0188		MSMEG_0188	212103	212558	+	MarR family transcriptional regulator	identified by match to protein family HMM PF01047	gene	gene186	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0188
MSMEG_0189	MSMEG_0189	anmK	anmK	212999	214165	-	anhydro-N-acetylmuramic acid kinase	catalyzes hydrolysis of 1%2C6-anhydro bond of anyhydro-N-acetylmuramic acid (anhMurNAc) and phosphorylates anhMurNAc to produce N-acetyl-muramate-6-phosphate%3B involved in murein recycling	gene	gene188	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0189
MSMEG_0190	MSMEG_0190		MSMEG_0190	214183	215742	-	integral membrane transporter	identified by match to protein family HMM PF00474	gene	gene189	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0190
MSMEG_0191	MSMEG_0191		MSMEG_0191	215751	216680	-	BadF/BadG/BcrA/BcrD ATPase	identified by match to protein family HMM PF01869	gene	gene190	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0191
MSMEG_0192	MSMEG_0192		MSMEG_0192	216912	217814	+	RpiR family transcriptional regulator protein	identified by match to protein family HMM PF01380%3B match to protein family HMM PF01418	gene	gene191	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0192
MSMEG_0193	MSMEG_0193	murQ	murQ	217828	218724	+	N-acetylmuramic acid 6-phosphate etherase	catalyzes the cleavage of the lactyl ether moiety of N-acetylmuramic acid-6-phosphate (MurNAc-6-P) to form N-acetylglucosamine-6-phosphate (GlcNAc-6-P) and lactate%3B involved in MurNAc dissimilation pathway	gene	gene192	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0193
MSMEG_0194	MSMEG_0194		MSMEG_0194	218725	219423	-	serine esterase%2C cutinase	identified by match to protein family HMM PF01083	gene	gene193	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0194
MSMEG_0195	MSMEG_0195		MSMEG_0195	219598	221238	+	steroid monooxygenase	identified by match to protein family HMM PF01266%3B match to protein family HMM PF07992	gene	gene194	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0195
MSMEG_0196	MSMEG_0196		MSMEG_0196	221243	222139	+	dehydrogenase	identified by match to protein family HMM PF00296	gene	gene195	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0196
MSMEG_0197	MSMEG_0197		MSMEG_0197	222149	222793	-	nudix hydrolase	identified by match to protein family HMM PF00293	gene	gene196	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0197
MSMEG_0198	MSMEG_0198		MSMEG_0198	222803	223936	-	acyl-CoA dehydrogenase	identified by match to protein family HMM PF08028	gene	gene197	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0198
MSMEG_0199	MSMEG_0199		MSMEG_0199	223997	224775	+		aminoglycoside phosphotransferase%3B this gene contains a frame shift which is not the result of sequencing error%3B identified by match to protein family HMM PF03881	gene	gene198	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0199
MSMEG_0200	MSMEG_0200		MSMEG_0200	225160	227712	+	hypothetical protein		gene	gene199	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0200
MSMEG_0201	MSMEG_0201		MSMEG_0201	227725	228231	-	hypothetical protein		gene	gene200	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0201
MSMEG_0202	MSMEG_0202		MSMEG_0202	227950	229272	+	IS1096%2C tnpA protein	identified by similarity to GP:150005%3B match to protein family HMM PF01610	gene	gene201	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0202
MSMEG_0203	MSMEG_0203		MSMEG_0203	229280	229981	-	IS1096%2C tnpR protein	identified by similarity to GP:150004%3B match to protein family HMM PF07929	gene	gene202	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0203
MSMEG_0204	MSMEG_0204		MSMEG_0204	230210	232255	+	hypothetical protein		gene	gene203	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0204
MSMEG_0205	MSMEG_0205		MSMEG_0205	232344	232667	-	tetracenomycin polyketide synthesis hydroxylase TcmH	identified by match to protein family HMM PF03992	gene	gene204	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0205
MSMEG_0206	MSMEG_0206		MSMEG_0206	233161	235296	-	acyltransferase	identified by match to protein family HMM PF01757	gene	gene206	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0206
MSMEG_0207	MSMEG_0207		MSMEG_0207	232728	233168	+	MarR family transcriptional regulator	identified by match to protein family HMM PF01047%3B match to protein family HMM PF01978	gene	gene205	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0207
MSMEG_0208	MSMEG_0208		MSMEG_0208	235408	235785	+	ribonuclease	identified by match to protein family HMM PF00545	gene	gene207	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0208
MSMEG_0209	MSMEG_0209		MSMEG_0209	235782	236060	+	ribonuclease inhibitor		gene	gene208	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0209
MSMEG_0210	MSMEG_0210		MSMEG_0210	236061	237149	-	LprO protein		gene	gene209	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0210
MSMEG_0211	MSMEG_0211		MSMEG_0211	237244	239607	-	ABC transporter ATP-binding protein	identified by match to protein family HMM PF00005	gene	gene210	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0211
MSMEG_0212	MSMEG_0212		MSMEG_0212	239607	240026	-	lyase	identified by match to protein family HMM PF00903	gene	gene211	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0212
MSMEG_0213	MSMEG_0213		MSMEG_0213	240031	240471	-	transcriptional regulator	identified by match to protein family HMM PF00165	gene	gene212	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0213
MSMEG_0214	MSMEG_0214		MSMEG_0214	240488	241771	-	L-sorbosone dehydrogenase		gene	gene213	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0214
MSMEG_0215	MSMEG_0215		MSMEG_0215	241749	242465	-	hypothetical protein	identified by match to protein family HMM PF02678	gene	gene214	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0215
MSMEG_0216	MSMEG_0216		MSMEG_0216	242603	243397	+	3-hydroxyacyl-CoA dehydrogenase	identified by match to protein family HMM PF00106	gene	gene215	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0216
MSMEG_0217	MSMEG_0217		MSMEG_0217	243477	244601	-	alcohol dehydrogenase	identified by match to protein family HMM PF00107	gene	gene216	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0217
MSMEG_0218	MSMEG_0218		MSMEG_0218	244773	245267	+	3-demethylubiquinone-9 3-methyltransferase	identified by match to protein family HMM PF06983	gene	gene217	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0218
MSMEG_0219	MSMEG_0219		MSMEG_0219	245271	246293	-	RNA polymerase factor sigma-70	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	gene	gene218	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0219
MSMEG_0220	MSMEG_0220		MSMEG_0220	246357	247199	+	monoglyceride lipase	identified by match to protein family HMM PF00561	gene	gene219	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0220
MSMEG_0221	MSMEG_0221		MSMEG_0221	247214	248173	+	hypothetical protein		gene	gene220	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0221
MSMEG_0222	MSMEG_0222		MSMEG_0222	248214	248957	+	hypothetical protein		gene	gene221	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0222
MSMEG_0223	MSMEG_0223		MSMEG_0223	248954	249436	+	hypothetical protein		gene	gene222	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0223
MSMEG_0224	MSMEG_0224		MSMEG_0224	249456	250112	+	O-methyltransferase MdmC	identified by match to protein family HMM PF01135%3B match to protein family HMM PF01596	gene	gene223	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0224
MSMEG_0225	MSMEG_0225		MSMEG_0225	250120	253017	-	MmpL4 protein	identified by match to protein family HMM PF03176%3B match to protein family HMM TIGR00833	gene	gene224	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0225
MSMEG_0226	MSMEG_0226		MSMEG_0226	253014	253442	-	MmpS5 protein	identified by match to protein family HMM PF05423	gene	gene225	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0226
MSMEG_0227	MSMEG_0227		MSMEG_0227	253688	254257	+	TetR family transcriptional regulator	identified by match to protein family HMM PF00440	gene	gene226	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0227
MSMEG_0228	MSMEG_0228		MSMEG_0228	254330	257482	+	adenylate and guanylate cyclase catalytic domain-containing protein	identified by match to protein family HMM PF00211	gene	gene227	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0228
MSMEG_0229	MSMEG_0229	ilvD	ilvD	257573	259288	-	dihydroxy-acid dehydratase	catalyzes the dehydration of 2%2C3-dihydroxy-3-methylbutanoate to 3-methyl-2-oxobutanoate in valine and isoleucine biosynthesis	gene	gene228	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0229
MSMEG_0230	MSMEG_0230		MSMEG_0230	259367	259672	+	hypothetical protein	identified by match to protein family HMM PF02583	gene	gene229	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0230
